PURE SILICA, ELECTRODE=TUNGSTEN, TIME=35, POLING_VOLTAGE=3700, WAVELENGTH=1.55e-06, EFFECTIVE_DISTANCE=3.1e-05, POLED_LENGTH=0.3, CORE_INDEX=1.45, POLE=MAX, AC_VOLTAGE=238.75, AC_FREQUENCY=300, PIEZO_FREQUENCY=6.0
Time(s),Voltage(V)
-8.000000000000000383e-04,4.375000000000000416e-02
-7.160000000000000565e-04,4.375000000000000416e-02
-6.320000000000000747e-04,4.375000000000000416e-02
-5.480000000000000929e-04,4.343750000000000389e-02
-4.640000000000000569e-04,4.343750000000000389e-02
-3.800000000000000751e-04,4.312500000000000361e-02
-2.960000000000000391e-04,4.281250000000000333e-02
-2.120000000000000573e-04,4.218750000000000278e-02
-1.280000000000000755e-04,4.187500000000000250e-02
-4.400000000000009372e-05,3.531250000000000361e-02
3.999999999999988808e-05,2.968750000000000208e-02
1.239999999999998699e-04,3.125000000000000000e-02
2.079999999999999601e-04,3.406250000000000250e-02
2.919999999999998335e-04,3.781250000000000583e-02
3.759999999999999237e-04,3.906250000000000000e-02
4.599999999999997971e-04,4.125000000000000194e-02
5.439999999999998873e-04,3.906250000000000000e-02
6.279999999999999775e-04,3.937500000000000722e-02
7.119999999999998509e-04,4.000000000000000083e-02
7.959999999999999411e-04,3.875000000000000666e-02
8.799999999999998145e-04,4.031250000000000111e-02
9.639999999999999047e-04,4.156250000000000222e-02
1.047999999999999887e-03,4.187500000000000250e-02
1.131999999999999760e-03,4.250000000000000305e-02
1.216000000000000067e-03,4.312500000000000361e-02
1.299999999999999940e-03,4.375000000000000416e-02
1.383999999999999814e-03,4.468750000000000500e-02
1.468000000000000121e-03,4.500000000000000527e-02
1.551999999999999994e-03,4.562500000000000583e-02
1.635999999999999868e-03,4.531250000000000555e-02
1.719999999999999741e-03,4.500000000000000527e-02
1.804000000000000048e-03,4.468750000000000500e-02
1.887999999999999921e-03,4.468750000000000500e-02
1.971999999999999795e-03,4.500000000000000527e-02
2.056000000000000102e-03,4.468750000000000500e-02
