PURE SILICA, ELECTRODE=TUNGSTEN, TIME=35, POLING_VOLTAGE=3700, WAVELENGTH=1.55e-06, EFFECTIVE_DISTANCE=3.1e-05, POLED_LENGTH=0.3, CORE_INDEX=1.45, POLE=MAX, AC_VOLTAGE=1087.0, AC_FREQUENCY=5100, PIEZO_FREQUENCY=102.0
Time(s),Voltage(V)
0.000000000000000000e+00,1.156250000000000333e-02
4.899999999999999672e-06,1.125000000000000305e-02
9.799999999999999345e-06,1.093750000000000278e-02
1.469999999999999817e-05,1.093750000000000278e-02
1.959999999999999869e-05,1.031250000000000222e-02
2.449999999999999921e-05,1.000000000000000194e-02
2.939999999999999634e-05,9.687500000000001665e-03
3.430000000000000025e-05,9.375000000000001388e-03
3.919999999999999738e-05,9.375000000000001388e-03
4.409999999999999451e-05,9.062500000000001110e-03
4.899999999999999842e-05,9.062500000000001110e-03
5.389999999999999555e-05,9.062500000000001110e-03
5.879999999999999268e-05,9.375000000000001388e-03
6.369999999999998981e-05,1.031250000000000222e-02
6.860000000000000050e-05,1.093750000000000278e-02
7.349999999999999763e-05,1.250000000000000416e-02
7.839999999999999476e-05,1.312500000000000125e-02
8.329999999999999189e-05,1.437500000000000236e-02
8.819999999999998902e-05,1.437500000000000236e-02
9.309999999999999970e-05,1.406250000000000208e-02
9.799999999999999684e-05,1.531250000000000319e-02
1.028999999999999940e-04,1.593750000000000375e-02
1.077999999999999911e-04,1.593750000000000375e-02
1.126999999999999882e-04,1.562500000000000347e-02
1.175999999999999854e-04,1.593750000000000375e-02
1.224999999999999960e-04,1.625000000000000402e-02
1.273999999999999796e-04,1.750000000000000167e-02
1.322999999999999903e-04,1.843750000000000250e-02
1.372000000000000010e-04,1.875000000000000278e-02
1.420999999999999846e-04,1.968750000000000361e-02
1.469999999999999953e-04,1.968750000000000361e-02
1.518999999999999788e-04,1.968750000000000361e-02
1.567999999999999895e-04,1.937500000000000333e-02
1.617000000000000002e-04,1.906250000000000305e-02
1.665999999999999838e-04,1.875000000000000278e-02
1.714999999999999945e-04,1.812500000000000222e-02
1.763999999999999780e-04,1.781250000000000194e-02
1.812999999999999887e-04,1.750000000000000167e-02
1.861999999999999994e-04,1.750000000000000167e-02
1.910999999999999830e-04,1.781250000000000194e-02
1.959999999999999937e-04,1.812500000000000222e-02
2.008999999999999773e-04,1.812500000000000222e-02
2.057999999999999879e-04,1.781250000000000194e-02
2.106999999999999986e-04,1.750000000000000167e-02
2.155999999999999822e-04,1.687500000000000458e-02
2.204999999999999929e-04,1.656250000000000430e-02
2.253999999999999765e-04,1.625000000000000402e-02
2.302999999999999871e-04,1.593750000000000375e-02
2.351999999999999707e-04,1.593750000000000375e-02
2.400999999999999814e-04,1.562500000000000347e-02
2.449999999999999921e-04,1.500000000000000291e-02
2.499000000000000028e-04,1.500000000000000291e-02
2.547999999999999592e-04,1.500000000000000291e-02
2.596999999999999699e-04,1.437500000000000236e-02
2.645999999999999806e-04,1.468750000000000264e-02
2.694999999999999913e-04,1.437500000000000236e-02
2.744000000000000020e-04,1.437500000000000236e-02
2.792999999999999585e-04,1.406250000000000208e-02
2.841999999999999691e-04,1.343750000000000153e-02
2.890999999999999798e-04,1.312500000000000125e-02
2.939999999999999905e-04,1.281250000000000444e-02
2.989000000000000012e-04,1.218750000000000389e-02
3.037999999999999577e-04,1.187500000000000361e-02
3.086999999999999683e-04,1.187500000000000361e-02
3.135999999999999790e-04,1.125000000000000305e-02
3.184999999999999897e-04,1.093750000000000278e-02
3.234000000000000004e-04,1.093750000000000278e-02
3.282999999999999569e-04,1.093750000000000278e-02
3.331999999999999676e-04,1.093750000000000278e-02
3.380999999999999782e-04,1.156250000000000333e-02
3.429999999999999889e-04,1.218750000000000389e-02
3.478999999999999996e-04,1.312500000000000125e-02
3.527999999999999561e-04,1.343750000000000153e-02
3.576999999999999668e-04,1.468750000000000264e-02
3.625999999999999775e-04,1.562500000000000347e-02
3.674999999999999881e-04,1.562500000000000347e-02
3.723999999999999988e-04,1.625000000000000402e-02
3.772999999999999553e-04,1.687500000000000458e-02
3.821999999999999660e-04,1.750000000000000167e-02
3.870999999999999767e-04,1.750000000000000167e-02
3.919999999999999873e-04,1.781250000000000194e-02
3.968999999999999980e-04,1.781250000000000194e-02
4.017999999999999545e-04,1.812500000000000222e-02
4.066999999999999652e-04,1.812500000000000222e-02
4.115999999999999759e-04,1.812500000000000222e-02
4.164999999999999866e-04,1.750000000000000167e-02
4.213999999999999972e-04,1.718750000000000139e-02
4.262999999999999537e-04,1.687500000000000458e-02
