ELECTRODE=TUNGSTEN, TIME=50, POLING_VOLTAGE=4500, WAVELENGTH=1.55e-06, EFFECTIVE_DISTANCE=4.11e-05, POLED_LENGTH=0.3, CORE_INDEX=1.45, POLE=MAX, AC_VOLTAGE=450, AC_FREQUENCY=3500, PIEZO_FREQUENCY=70.0
Time(s),Voltage(V)
-8.000000000000000654e-05,1.781339999999999868e-01
-7.280000000000000772e-05,1.796969999999999956e-01
-6.560000000000000889e-05,1.765709999999999780e-01
-5.840000000000001006e-05,1.765709999999999780e-01
-5.120000000000001124e-05,1.750079999999999969e-01
-4.400000000000000563e-05,1.734449999999999881e-01
-3.680000000000000681e-05,1.750079999999999969e-01
-2.960000000000000798e-05,1.750079999999999969e-01
-2.240000000000000915e-05,1.765709999999999780e-01
-1.520000000000000355e-05,1.796969999999999956e-01
-8.000000000000004720e-06,1.796969999999999956e-01
-8.000000000000058930e-07,1.812599999999999767e-01
6.399999999999992934e-06,1.843859999999999943e-01
1.359999999999999176e-05,1.843859999999999943e-01
2.079999999999999059e-05,1.859490000000000032e-01
2.799999999999998942e-05,1.875119999999999842e-01
3.519999999999998824e-05,1.875119999999999842e-01
4.239999999999998707e-05,1.890749999999999931e-01
4.959999999999999945e-05,1.875119999999999842e-01
5.679999999999998472e-05,1.812599999999999767e-01
6.399999999999999710e-05,1.765709999999999780e-01
7.119999999999998238e-05,1.687559999999999893e-01
7.839999999999999476e-05,1.593779999999999919e-01
8.559999999999998003e-05,1.546889999999999932e-01
9.279999999999999241e-05,1.546889999999999932e-01
9.999999999999997769e-05,1.546889999999999932e-01
1.071999999999999901e-04,1.578149999999999831e-01
1.143999999999999753e-04,1.484369999999999856e-01
1.215999999999999877e-04,1.468740000000000046e-01
1.287999999999999865e-04,1.484369999999999856e-01
1.359999999999999989e-04,1.515630000000000033e-01
1.431999999999999571e-04,1.515630000000000033e-01
1.503999999999999695e-04,1.531259999999999843e-01
1.575999999999999819e-04,1.499999999999999944e-01
1.647999999999999942e-04,1.515630000000000033e-01
1.720000000000000066e-04,1.546889999999999932e-01
1.792000000000000190e-04,1.578149999999999831e-01
1.863999999999999772e-04,1.609410000000000007e-01
1.935999999999999895e-04,1.625039999999999818e-01
2.008000000000000019e-04,1.640669999999999906e-01
2.080000000000000143e-04,1.671929999999999805e-01
2.151999999999999725e-04,1.703189999999999982e-01
2.223999999999999849e-04,1.734449999999999881e-01
2.295999999999999972e-04,1.750079999999999969e-01
2.368000000000000096e-04,1.750079999999999969e-01
2.439999999999999678e-04,1.781339999999999868e-01
2.511999999999999802e-04,1.781339999999999868e-01
2.583999999999999925e-04,1.796969999999999956e-01
2.656000000000000049e-04,1.828229999999999855e-01
2.728000000000000173e-04,1.828229999999999855e-01
2.799999999999999755e-04,1.828229999999999855e-01
2.871999999999999879e-04,1.828229999999999855e-01
2.944000000000000002e-04,1.796969999999999956e-01
3.016000000000000126e-04,1.750079999999999969e-01
3.087999999999999708e-04,1.625039999999999818e-01
3.159999999999999832e-04,1.578149999999999831e-01
3.231999999999999955e-04,1.499999999999999944e-01
3.304000000000000079e-04,1.468740000000000046e-01
3.375999999999999661e-04,1.437479999999999869e-01
3.447999999999999785e-04,1.421850000000000058e-01
3.519999999999999908e-04,1.421850000000000058e-01
3.592000000000000032e-04,1.359329999999999983e-01
3.663999999999999614e-04,1.312439999999999996e-01
3.735999999999999738e-04,1.249919999999999920e-01
3.807999999999999862e-04,1.234289999999999971e-01
3.879999999999999985e-04,1.234289999999999971e-01
3.952000000000000109e-04,1.218660000000000021e-01
4.023999999999999691e-04,1.249919999999999920e-01
4.095999999999999815e-04,1.249919999999999920e-01
4.167999999999999396e-04,1.281180000000000097e-01
4.240000000000000062e-04,1.296809999999999907e-01
4.311999999999999644e-04,1.343699999999999894e-01
4.384000000000000310e-04,1.359329999999999983e-01
4.455999999999999892e-04,1.421850000000000058e-01
4.527999999999999473e-04,1.437479999999999869e-01
