ELECTRODE=TUNGSTEN, TIME=50, POLING_VOLTAGE=4500, WAVELENGTH=1.55e-06, EFFECTIVE_DISTANCE=4.11e-05, POLED_LENGTH=0.3, CORE_INDEX=1.45, POLE=MAX, AC_VOLTAGE=1119, AC_FREQUENCY=4250, PIEZO_FREQUENCY=85.0
Time(s),Voltage(V)
-8.000000000000000654e-05,8.312500000000000444e-02
-7.400000000000000978e-05,8.562500000000000666e-02
-6.799999999999999946e-05,8.749999999999999445e-02
-6.200000000000000270e-05,9.062499999999999722e-02
-5.600000000000000594e-05,9.187499999999999833e-02
-5.000000000000000917e-05,9.249999999999999889e-02
-4.400000000000000563e-05,9.124999999999999778e-02
-3.800000000000000209e-05,8.874999999999999556e-02
-3.200000000000000533e-05,8.687500000000000777e-02
-2.600000000000000856e-05,8.437500000000000555e-02
-2.000000000000000502e-05,8.125000000000000278e-02
-1.400000000000000148e-05,7.875000000000000056e-02
-8.000000000000004720e-06,7.562499999999999778e-02
-2.000000000000007956e-06,7.250000000000000888e-02
4.000000000000002360e-06,7.125000000000000777e-02
9.999999999999999124e-06,6.937500000000000611e-02
1.599999999999999589e-05,6.750000000000000444e-02
2.199999999999999265e-05,6.625000000000000333e-02
2.799999999999998942e-05,6.562500000000000278e-02
3.399999999999999973e-05,6.500000000000000222e-02
3.999999999999999650e-05,6.562500000000000278e-02
4.599999999999999326e-05,6.562500000000000278e-02
5.200000000000000358e-05,6.562500000000000278e-02
5.799999999999998679e-05,6.500000000000000222e-02
6.399999999999999710e-05,6.437500000000000167e-02
7.000000000000000742e-05,6.250000000000000000e-02
7.599999999999999063e-05,6.187499999999999944e-02
8.200000000000000095e-05,5.999999999999999778e-02
8.800000000000001126e-05,5.874999999999999667e-02
9.399999999999999448e-05,5.687500000000000194e-02
1.000000000000000048e-04,5.500000000000000028e-02
1.059999999999999880e-04,5.375000000000000611e-02
1.119999999999999983e-04,5.250000000000000500e-02
1.180000000000000086e-04,5.250000000000000500e-02
1.239999999999999783e-04,5.625000000000000139e-02
